# https://wikirate.org/?filter%5Bcompany_name%5D=&mark=Global+Reporting+Initiative%2BFuel+consumption+from+non-renewable+sources%2C+GRI+302-1-a+%28formerly+G4-EN3-a%29%2BAnswer&format=csv&view=titled&limit=5000
"# Wikirate.org, licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0). See https://wikirate.org/Attribution_Guide."
# 2024-04-07 21:29:38 UTC
#
Answer Page,Metric,Company,Year,Value,Source Page
https://wikirate.org/~12183404,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",International Game Technology,2021,Unknown,https://wikirate.org/~12172484
https://wikirate.org/~13924368,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",MGE Energy Inc.,2021,Unknown,https://wikirate.org/~13877426
https://wikirate.org/~13751983,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Meritage Homes Corporation,2021,Unknown,https://wikirate.org/~13666943
https://wikirate.org/~13784412,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Teleperformance,2021,Unknown,https://wikirate.org/~13782371
https://wikirate.org/~13653192,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Sacyr, S.A.",2021,Unknown,https://wikirate.org/~13652542
https://wikirate.org/~13864264,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Exxon Mobil,2021,Unknown,https://wikirate.org/~12552366
https://wikirate.org/~12195829,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tesco PLC,2021,Unknown,https://wikirate.org/~6783137
https://wikirate.org/~13834188,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Levi Strauss & Co.,2021,Unknown,https://wikirate.org/~13831853
https://wikirate.org/~14550532,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",H&M,2021,Unknown,https://wikirate.org/~14550336
https://wikirate.org/~12185766,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Vedanta Resources plc,2021,Unknown,https://wikirate.org/~12128161
https://wikirate.org/~14549246,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Nike Inc.,2021,Unknown,https://wikirate.org/~13680832
https://wikirate.org/~13688126,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tesla Motors,2021,Unknown,https://wikirate.org/~13653741
https://wikirate.org/~13964262,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mars Inc.,2021,Unknown,https://wikirate.org/~13961587
https://wikirate.org/~13960095,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",The Coca Cola Company,2021,Unknown,https://wikirate.org/~12621796
https://wikirate.org/~14552771,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Esprit Holdings Limited,2021,Unknown,https://wikirate.org/~14552568
https://wikirate.org/~13179025,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Uniqlo Co.,2021,Unknown,https://wikirate.org/~13026945
https://wikirate.org/~12200213,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Marks and Spencer Group plc,2021,Unknown,https://wikirate.org/~12178497
https://wikirate.org/~13908302,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Amazon.com, Inc.",2021,Unknown,https://wikirate.org/~13617625
https://wikirate.org/~13940854,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mondelez International,2021,Unknown,https://wikirate.org/~13924429
https://wikirate.org/~13012370,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Carrefour S.A.,2021,Unknown,https://wikirate.org/~13012269
https://wikirate.org/~12214086,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hitachi Ltd.,2021,Unknown,https://wikirate.org/~12214016
https://wikirate.org/~13741390,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",AT&T Inc.,2021,Unknown,https://wikirate.org/~13741378
https://wikirate.org/~14028357,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Cisco Systems,2021,Unknown,https://wikirate.org/~13748207
https://wikirate.org/~14551806,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hugo Boss AG,2021,Unknown,https://wikirate.org/~14551775
https://wikirate.org/~12142917,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ricoh,2021,Unknown,https://wikirate.org/~6580651
https://wikirate.org/~13924334,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",UnitedHealth Group,2021,Unknown,https://wikirate.org/~13924221
https://wikirate.org/~13671665,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",State Bank of India,2021,Unknown,https://wikirate.org/~13671485
https://wikirate.org/~13984367,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Legal & General Group,2021,Unknown,https://wikirate.org/~13984262
https://wikirate.org/~12191206,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Linde PLC,2021,Unknown,https://wikirate.org/~12190498
https://wikirate.org/~12177397,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Centrica,2021,Unknown,https://wikirate.org/~12149897
https://wikirate.org/~13989643,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Sasol,2021,Unknown,https://wikirate.org/~13989547
https://wikirate.org/~12189005,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Aeon,2021,Unknown,https://wikirate.org/~12131873
https://wikirate.org/~14547886,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Christian Dior,2021,Unknown,https://wikirate.org/~14547495
https://wikirate.org/~12536092,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Insurance Australia Group,2021,Unknown,https://wikirate.org/~12535938
https://wikirate.org/~13855437,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Punjab National Bank,2021,Unknown,https://wikirate.org/~13852885
https://wikirate.org/~13949863,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Harley-Davidson,2021,Unknown,https://wikirate.org/~13949836
https://wikirate.org/~13964096,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Suntory Beverage & Food,2021,Unknown,https://wikirate.org/~13940791
https://wikirate.org/~15551453,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BYD,2021,Unknown,https://wikirate.org/~15551325
https://wikirate.org/~13763098,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Dick's Sporting Goods,2021,Unknown,https://wikirate.org/~13656317
https://wikirate.org/~11815063,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",ENGIE UK & Ireland,2020,980284525.56,https://wikirate.org/~11518139
https://wikirate.org/~12129186,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Dominion Energy,2020,568501308,https://wikirate.org/~12129074
https://wikirate.org/~6815750,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Sasol,2020,413776000,https://wikirate.org/~6794997
https://wikirate.org/~12200375,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",EDF,2020,370000000,https://wikirate.org/~12187327
https://wikirate.org/~6822763,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",AVI Limited,2020,368617079,https://wikirate.org/~6728278
https://wikirate.org/~12175764,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Airbus Group,2020,331845592,https://wikirate.org/~12071669
https://wikirate.org/~11920881,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",American Airlines,2020,270365302.8,https://wikirate.org/~11920117
https://wikirate.org/~7294760,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Equinor,2020,234000000,https://wikirate.org/~7271210
https://wikirate.org/~12131603,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",ADM (Group) Limited,2020,177840000,https://wikirate.org/~12130686
https://wikirate.org/~6901482,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BHP Billiton,2020,150000000,https://wikirate.org/~6898808
https://wikirate.org/~12648357,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Postobon,2020,149211810.00,https://wikirate.org/~12648247
https://wikirate.org/~13984604,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",WEC Energy Group Inc,2020,138686400,https://wikirate.org/~13949405
https://wikirate.org/~7278392,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Woodside Petroleum,2020,136480000,https://wikirate.org/~7175191
https://wikirate.org/~13951835,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Cargill Inc.,2020,119272748.4,https://wikirate.org/~13951652
https://wikirate.org/~12179149,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",China Airlines,2020,85943156,https://wikirate.org/~12178006
https://wikirate.org/~12191202,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Linde PLC,2020,76700000,https://wikirate.org/~12190484
https://wikirate.org/~12186134,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mondi,2020,52355906,https://wikirate.org/~11721214
https://wikirate.org/~8042946,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Nestle,2020,51944970.4795803,https://wikirate.org/~8042611
https://wikirate.org/~12185103,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Sappi,2020,48275558,https://wikirate.org/~12185055
https://wikirate.org/~15588435,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Toyota Motor Corporation,2020,46900000,https://wikirate.org/~15578395
https://wikirate.org/~12184170,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tronox Holdings PLC,2020,31400000,https://wikirate.org/~12101733
https://wikirate.org/~12128417,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Teck Resources,2020,28474000,https://wikirate.org/~12127786
https://wikirate.org/~7312594,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hyundai Motor Company,2020,26226036,https://wikirate.org/~15562340
https://wikirate.org/~12104317,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BMW Group,2020,20564258.4,https://wikirate.org/~11668586
https://wikirate.org/~12267243,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Acerinox SA,2020,20094190,https://wikirate.org/~8129166
https://wikirate.org/~6889327,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",MC Mining Limited,2020,15767353,https://wikirate.org/~6875411
https://wikirate.org/~8062537,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Danone Group,2020,14240575,https://wikirate.org/~8061796
https://wikirate.org/~6785719,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tesco PLC,2020,13796006.4,https://wikirate.org/~6779534
https://wikirate.org/~12127172,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Unilever,2020,11327351,https://wikirate.org/~12127060
https://wikirate.org/~12389607,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Premier Oil,2020,10800000,https://wikirate.org/~11518818
https://wikirate.org/~12181117,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Caesars Entertainment,2020,8694247,https://wikirate.org/~12176118
https://wikirate.org/~12535884,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Northern Star Resources Ltd,2020,8628403,https://wikirate.org/~12535577
https://wikirate.org/~12135885,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ferrero International,2020,8610700,https://wikirate.org/~12104105
https://wikirate.org/~13829983,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Larsen & Toubro,2020,8363795,https://wikirate.org/~13829457
https://wikirate.org/~6820631,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Diageo,2020,7807000,https://wikirate.org/~6817326
https://wikirate.org/~15587232,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Tesla Motors,2020,6566400,https://wikirate.org/~8219049
https://wikirate.org/~6809555,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Roche Holding,2020,6384482,https://wikirate.org/~6809481
https://wikirate.org/~7277935,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",James Hardie Industries,2020,6170814,https://wikirate.org/~7174934
https://wikirate.org/~14549360,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Moncler,2020,5531706.27,https://wikirate.org/~14549029
https://wikirate.org/~12175845,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Lundin Petroleum AB,2020,4624000,https://wikirate.org/~12174795
https://wikirate.org/~13872724,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Nutreco International,2020,4361619,https://wikirate.org/~13657309
https://wikirate.org/~13675877,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Bertelsmann SE,2020,4041360,https://wikirate.org/~13667966
https://wikirate.org/~6817225,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",African Rainbow Minerals,2020,3000000,https://wikirate.org/~6730913
https://wikirate.org/~12110668,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Reckitt Benckiser,2020,2372761 ,https://wikirate.org/~11731789
https://wikirate.org/~6736796,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Barloworld,2020,2268586,https://wikirate.org/~6728419
https://wikirate.org/~13941360,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Starbucks Corporation,2020,2115546,https://wikirate.org/~12621890
https://wikirate.org/~12651041,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Empresa de Energia de Bogota,2020,1985423,https://wikirate.org/~12650296
https://wikirate.org/~6902481,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Microsoft Corporation,2020,1846036.8,https://wikirate.org/~6809448
https://wikirate.org/~13669851,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Nordstrom,2020,1785613,https://wikirate.org/~13669835
https://wikirate.org/~12267902,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",CIE Automotive SA,2020,1774612.12,https://wikirate.org/~8114247
https://wikirate.org/~12197154,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",PSA Peugeot Citroen,2020,1736087,https://wikirate.org/~12195998
https://wikirate.org/~6920705,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Impala Platinum,2020,1707743,https://wikirate.org/~6916268
https://wikirate.org/~11706285,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",AB Electrolux,2020,1615864,https://wikirate.org/~11643313
https://wikirate.org/~12445409,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BBVA (Banco Bilbao Vizcaya Argentaria),2020,1547829,https://wikirate.org/~8114090
https://wikirate.org/~12335020,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Grupo ACS,2020,1547715.6,https://wikirate.org/~8092405
https://wikirate.org/~15563713,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Ferrari S.p.A.,2020,1514543,https://wikirate.org/~15562623
https://wikirate.org/~12184655,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Melia Hotels International SA,2020,1501830,https://wikirate.org/~12183805
https://wikirate.org/~12532975,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Banco Santander,2020,1422000,https://wikirate.org/~8113806
https://wikirate.org/~7308052,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mirvac Group,2020,1410114.3,https://wikirate.org/~7297565
https://wikirate.org/~6592945,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hayleys PLC,2020,1383800,https://wikirate.org/~6572736
https://wikirate.org/~12143102,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Polymetal International,2020,1382070,https://wikirate.org/~12097462
https://wikirate.org/~13940718,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Regal-Beloit,2020,1149860,https://wikirate.org/~13924733
https://wikirate.org/~13951800,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Rexnord Corporation,2020,1149860,https://wikirate.org/~13951102
https://wikirate.org/~6803428,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",BT Group,2020,1000000,https://wikirate.org/~6803420
https://wikirate.org/~12536704,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",ENDEAVOUR GROUP LIMITED,2020,983737,https://wikirate.org/~12536541
https://wikirate.org/~13011582,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Zara,2020,869161.84,https://wikirate.org/~13011495
https://wikirate.org/~12130051,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Apple Inc.,2020,822060,https://wikirate.org/~12129750
https://wikirate.org/~12111862,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Energean Oil & Gas PLC,2020,708600,https://wikirate.org/~11710506
https://wikirate.org/~6822139,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Oceana Group Limited,2020,689316.104 ,https://wikirate.org/~6822085
https://wikirate.org/~6815594,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Qualcomm,2020,609617.6,https://wikirate.org/~6751648
https://wikirate.org/~12334321,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Iberdrola,2020,608400,https://wikirate.org/~8093182
https://wikirate.org/~12199042,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Terna,2020,483569,https://wikirate.org/~12111142
https://wikirate.org/~6817215,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",NEC Corporation,2020,483000,https://wikirate.org/~6816829
https://wikirate.org/~12370320,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Siemens Gamesa Renewable Energy, S.A.",2020,471800,https://wikirate.org/~3521856
https://wikirate.org/~12109572,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Snam S.p.A,2020,461000,https://wikirate.org/~12103424
https://wikirate.org/~11659075,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Legal & General Group,2020,437218.49,https://wikirate.org/~11653900
https://wikirate.org/~6675722,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",International Game Technology,2020,405292,https://wikirate.org/~12172484
https://wikirate.org/~12182977,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",CONVATEC GROUP PLC,2020,329598.72,https://wikirate.org/~12175624
https://wikirate.org/~6900032,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Access Engineering PLC,2020,310658,https://wikirate.org/~6893729
https://wikirate.org/~6574292,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Olympus,2020,307929.6,https://wikirate.org/~6573991
https://wikirate.org/~6893844,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Bonduelle,2020,299250,https://wikirate.org/~6893341
https://wikirate.org/~6889074,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",John Keells Holdings PLC,2020,294090,https://wikirate.org/~6835818
https://wikirate.org/~6534353,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Aditya Birla Fashion & Retail Ltd,2020,272320,https://wikirate.org/~6358781
https://wikirate.org/~12441682,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Mapfre,2020,233712,https://wikirate.org/~8090666
https://wikirate.org/~11730931,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Hilton Food Group,2020,192716.946,https://wikirate.org/~11521538
https://wikirate.org/~14547239,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Asics Corporation,2020,187920,https://wikirate.org/~7928387
https://wikirate.org/~12186070,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Palsgaard,2020,179132.4,https://wikirate.org/~12185903
https://wikirate.org/~12128533,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)","Lexmark International, Inc.",2020,166848,https://wikirate.org/~12111086
https://wikirate.org/~12187957,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",RSA Insurance Group,2020,140263 ,https://wikirate.org/~12110043
https://wikirate.org/~6824260,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Aspen Pharmacare Holdings,2020,110285,https://wikirate.org/~6812046
https://wikirate.org/~7299491,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",National Australia Bank,2020,98785,https://wikirate.org/~7299451
https://wikirate.org/~13830932,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Axis Bank Limited,2020,87138,https://wikirate.org/~13830832
https://wikirate.org/~7175244,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Insurance Australia Group,2020,87027,https://wikirate.org/~7174532
https://wikirate.org/~12125647,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Principle Global,2020,82540.8,https://wikirate.org/~11519802
https://wikirate.org/~13940503,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Barry Callebaut AG,2020,70555,https://wikirate.org/~13939365
https://wikirate.org/~12264507,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Merlin Properties,2020,70288,https://wikirate.org/~8118349
https://wikirate.org/~12646167,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Movistar Colombia,2020,66852,https://wikirate.org/~12644414
https://wikirate.org/~6876056,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Northam Platinum Ltd,2020,61140.5948,https://wikirate.org/~6780322
https://wikirate.org/~12645128,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Organizacion Terpel S.A.,2020,44375.61,https://wikirate.org/~12645111
https://wikirate.org/~12315671,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Inmobiliaria Colonial,2020,40330.6812 ,https://wikirate.org/~8118888
https://wikirate.org/~12128376,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Smart Metering Systems Plc,2020,29263.3,https://wikirate.org/~12127858
https://wikirate.org/~12370415,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Almirall SA,2020,25859,https://wikirate.org/~8112072
https://wikirate.org/~14545843,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Geox SpA,2020,25517,https://wikirate.org/~7971429
https://wikirate.org/~6804905,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Aberdeen Asset Management,2020,24746,https://wikirate.org/~6804642
https://wikirate.org/~6820891,"Global Reporting Initiative+Fuel consumption from non-renewable sources, GRI 302-1-a (formerly G4-EN3-a)",Symantec,2020,24362,https://wikirate.org/~6814261
